Zip Code,Number of Returns,Adjusted gross income (AGI)
17507,  281 ,"  10,778 "
17508,  642 ,"  34,507 "
17509,"  1,869 ","  89,361 "
17512,"  8,922 ","  382,681 "
17516,"  2,320 ","  130,418 "
17517,"  7,296 ","  373,865 "
17518,  527 ,"  25,504 "
17519,"  2,597 ","  130,812 "
17520,"  2,514 ","  117,253 "
17522,"  15,403 ","  734,086 "
17527,"  2,866 ","  138,814 "
17529,"  1,656 ","  72,307 "
17532,"  1,600 ","  77,878 "
17535,"  1,048 ","  44,272 "
17536,"  1,139 ","  53,732 "
17538,"  3,271 ","  201,021 "
17540,"  4,693 ","  224,702 "
17543,"  20,677 ","  1,401,111 "
17545,"  10,663 ","  587,426 "
17547,"  3,465 ","  169,943 "
17550,  517 ,"  23,543 "
17551,"  3,851 ","  222,305 "
17552,"  8,897 ","  462,819 "
17554,"  3,755 ","  184,083 "
17555,"  3,038 ","  145,404 "
17557,"  6,726 ","  326,890 "
17560,"  2,416 ","  108,107 "
17562,"  1,898 ","  74,042 "
17563,"  1,657 ","  70,233 "
17565,"  1,310 ","  67,883 "
17566,"  5,323 ","  248,233 "
17567,  301 ,"  12,073 "
17569,"  2,748 ","  149,155 "
17572,"  1,615 ","  67,336 "
17578,"  2,980 ","  149,724 "
17579,"  2,907 ","  153,506 "
17581,  628 ,"  26,519 "
17582,"  1,056 ","  57,657 "
17584,"  4,628 ","  301,185 "
17601,"  25,658 ","  1,730,490 "
17602,"  23,852 ","  990,720 "
17603,"  30,210 ","  1,363,081 "
17604,  655 ,"  30,159 "
17606,  481 ,"  21,030 "
17608,  443 ,"  16,049 "
17701,"  19,790 ","  803,709 "
17702,"  5,236 ","  208,553 "
17721,  801 ,"  26,619 "
17724,"  2,129 ","  85,953 "
17728,"  2,623 ","  125,213 "
17737,"  3,052 ","  133,528 "
17740,"  6,054 ","  251,014 "
17744,"  1,526 ","  63,616 "
17745,"  7,122 ","  284,781 "
17747,"  1,188 ","  45,352 "
17748,  342 ,"  15,111 "
17751,"  3,358 ","  133,980 "
17752,"  2,211 ","  85,343 "
17754,"  6,406 ","  351,688 "
17756,"  5,526 ","  271,960 "
17758,  497 ,"  22,310 "
17762,  283 ,"  12,112 "
17764,"  1,005 ","  32,996 "
17765,  484 ,"  17,824 "
17771,"  1,510 ","  68,492 "
17772,"  1,129 ","  47,863 "
17774,  539 ,"  27,326 "
17777,"  3,225 ","  129,641 "
17801,"  7,991 ","  291,433 "
17810,  889 ,"  35,061 "
17812,  686 ,"  23,014 "
17813,  889 ,"  39,481 "
17814,"  2,150 ","  109,678 "
17815,"  11,623 ","  552,704 "
17820,"  2,835 ","  116,943 "
17821,"  9,180 ","  498,027 "
17823,  580 ,"  22,168 "
17824,"  2,095 ","  116,213 "
17827,  395 ,"  14,980 "
17830,  953 ,"  41,496 "
17832,  338 ,"  11,641 "
17834,"  1,712 ","  66,345 "
17837,"  7,007 ","  429,062 "
17841,"  1,952 ","  69,856 "
17842,"  3,793 ","  146,568 "
17844,"  4,592 ","  191,205 "
17845,  959 ,"  32,686 "
17846,"  1,791 ","  84,277 "
17847,"  5,698 ","  221,599 "
17850,  364 ,"  11,495 "
17851,"  3,593 ","  114,908 "
17853,"  1,391 ","  52,741 "
17855,  530 ,"  21,469 "
17856,"  1,692 ","  68,331 "
17857,"  3,923 ","  169,638 "
17859,"  1,482 ","  66,232 "
17860,"  1,046 ","  52,500 "
17864,  992 ,"  36,918 "
17866,"  3,936 ","  132,833 "
17868,  448 ,"  22,673 "
17870,"  6,175 ","  282,522 "
17872,"  4,540 ","  140,131 "
17876,  819 ,"  32,502 "
17878,  738 ,"  32,351 "
17881,  691 ,"  23,116 "
17886,  405 ,"  15,706 "
17889,"  1,380 ","  71,064 "
17901,"  11,458 ","  528,715 "
17921,"  2,953 ","  127,569 "
17922,"  2,301 ","  122,379 "
17929,  817 ,"  33,792 "
17931,"  2,525 ","  98,972 "
17935,  793 ,"  24,704 "
17936,  398 ,"  15,717 "
17938,"  1,255 ","  55,748 "
17941,  398 ,"  16,125 "
17948,"  2,217 ","  72,265 "
17954,"  2,232 ","  76,569 "
17959,  709 ,"  25,863 "
17960,"  1,939 ","  99,621 "
17961,"  3,430 ","  225,795 "
17963,"  4,572 ","  196,174 "
17964,  341 ,"  13,912 "
17965,"  1,073 ","  38,471 "
17967,"  1,214 ","  51,077 "
17970,"  1,670 ","  51,990 "
17972,"  5,575 ","  244,405 "
17976,"  2,919 ","  90,212 "
17980,"  1,714 ","  66,949 "
17981,"  1,246 ","  43,117 "
17983,  741 ,"  29,752 "
17985,  600 ,"  26,304 "
18011,"  2,825 ","  149,480 "
18013,"  8,606 ","  415,178 "
18014,"  5,867 ","  291,658 "
18015,"  13,596 ","  764,057 "
18016,  274 ,"  9,393 "
18017,"  18,980 ","  1,163,755 "
18018,"  16,246 ","  705,641 "
18020,"  10,276 ","  664,351 "
18030,  315 ,"  11,394 "
18031,"  3,407 ","  210,435 "
18032,"  4,852 ","  196,523 "
18034,"  3,551 ","  347,956 "
18036,"  6,412 ","  492,845 "
18037,"  3,769 ","  184,722 "
18038,"  1,540 ","  77,082 "
18040,"  7,506 ","  514,353 "
18041,"  2,833 ","  148,083 "
18042,"  18,670 ","  804,778 "
18044,  250 ,"  7,937 "
18045,"  13,301 ","  878,794 "
18049,"  9,435 ","  555,915 "
18051,"  1,806 ","  153,611 "
18052,"  14,331 ","  639,535 "
18053,"  1,173 ","  57,561 "
18054,"  2,289 ","  141,234 "
18055,"  6,047 ","  365,858 "
18056,  541 ,"  19,656 "
18058,"  4,028 ","  189,670 "
18059,  611 ,"  35,167 "
18062,"  11,748 ","  817,055 "
18063,  366 ,"  17,057 "
18064,"  12,118 ","  750,605 "
18066,"  3,043 ","  178,655 "
18067,"  9,646 ","  488,886 "
18069,"  3,947 ","  325,572 "
18070,  448 ,"  22,113 "
18071,"  5,168 ","  230,396 "
18072,"  3,459 ","  163,667 "
18073,"  4,258 ","  261,151 "
18074,"  2,515 ","  161,489 "
18076,"  1,471 ","  66,612 "
18077,"  1,124 ","  77,378 "
18078,"  3,579 ","  250,886 "
18079,  258 ,"  9,653 "
18080,"  5,898 ","  284,738 "
18081,  291 ,"  20,922 "
18083,  427 ,"  19,717 "
18085,  455 ,"  20,762 "
18087,  481 ,"  21,352 "
18088,"  4,369 ","  216,195 "
18091,"  3,036 ","  152,501 "
18092,"  1,559 ","  116,988 "
18101,"  1,347 ","  26,849 "
18102,"  22,278 ","  527,115 "
18103,"  23,125 ","  1,183,771 "
18104,"  21,420 ","  1,425,325 "
18105,  671 ,"  18,987 "
18106,"  3,619 ","  248,035 "
18109,"  8,440 ","  273,801 "
18201,"  12,836 ","  398,884 "
18202,"  5,594 ","  213,159 "
18210,"  3,341 ","  143,964 "
18211,  677 ,"  34,368 "
18214,"  1,105 ","  50,853 "
18216,  659 ,"  22,662 "
18218,"  1,102 ","  35,527 "
18219,  927 ,"  47,903 "
18222,"  4,368 ","  235,094 "
18224,"  2,978 ","  101,057 "
18229,"  4,159 ","  188,389 "
18231,  257 ,"  8,428 "
18232,"  1,766 ","  52,187 "
18235,"  9,209 ","  399,695 "
18237,"  1,634 ","  53,449 "
18240,"  1,839 ","  78,008 "
18241,  331 ,"  11,317 "
18248,  299 ,"  10,703 "
18249,"  1,953 ","  130,479 "
18250,"  1,531 ","  57,738 "
18252,"  5,469 ","  208,896 "
18254,  466 ,"  18,463 "
18255,"  2,141 ","  88,549 "
18301,"  11,476 ","  583,871 "
18302,"  6,986 ","  382,611 "
18321,"  1,071 ","  46,900 "
18322,"  1,535 ","  70,475 "
18324,"  4,444 ","  204,308 "
18325,"  1,188 ","  51,245 "
18326,"  2,183 ","  103,107 "
18327,  434 ,"  20,580 "
18328,"  3,771 ","  184,010 "
18330,"  3,897 ","  182,074 "
18331,  443 ,"  17,563 "
18332,"  1,386 ","  65,870 "
18333,  611 ,"  24,739 "
18334,"  1,612 ","  76,089 "
18335,  696 ,"  25,863 "
18336,"  1,669 ","  77,594 "
18337,"  6,917 ","  410,868 "
18343,"  1,986 ","  110,829 "
18344,"  1,812 ","  73,681 "
18346,"  1,654 ","  70,156 "
18347,"  1,453 ","  65,612 "
18350,  868 ,"  61,956 "
18351,  347 ,"  15,781 "
18352,  417 ,"  19,643 "
18353,"  5,917 ","  296,410 "
18354,  635 ,"  29,501 "
18355,  728 ,"  34,889 "
18356,  372 ,"  18,152 "
18360,"  13,112 ","  695,031 "
18370,  577 ,"  29,313 "
18371,  289 ,"  17,506 "
18372,"  1,521 ","  78,540 "
18403,"  3,558 ","  171,463 "
18405,"  1,130 ","  53,237 "
18407,"  6,697 ","  263,411 "
18411,"  10,993 ","  794,282 "
18413,  254 ,"  10,028 "
18414,"  2,787 ","  192,470 "
18415,  559 ,"  26,553 "
18417,  514 ,"  29,186 "
18419,"  2,179 ","  101,600 "
18421,"  2,358 ","  105,072 "
18424,"  2,680 ","  123,986 "
18425,  539 ,"  20,703 "
18426,"  1,918 ","  88,108 "
18427,  421 ,"  15,329 "
18428,"  5,607 ","  282,256 "
18431,"  6,306 ","  316,152 "
18433,"  3,314 ","  162,531 "
18434,"  2,119 ","  83,316 "
18435,  485 ,"  24,251 "
18436,"  6,183 ","  300,447 "
18438,  549 ,"  33,765 "
18439,  250 ,"  12,866 "
18444,"  6,590 ","  353,171 "
18445,"  1,076 ","  43,797 "
18446,"  1,783 ","  75,874 "
18447,"  5,361 ","  228,749 "
18451,  250 ,"  13,748 "
18452,"  2,445 ","  108,801 "
18453,  507 ,"  23,753 "
18458,"  1,350 ","  76,393 "
18464,  667 ,"  37,075 "
18465,  617 ,"  27,367 "
18466,"  6,836 ","  282,659 "
18470,"  1,078 ","  59,703 "
18471,  519 ,"  80,361 "
18472,"  2,041 ","  89,963 "
18501,  363 ,"  3,966 "
18503,  284 ,"  6,947 "
18504,"  10,300 ","  355,884 "
18505,"  9,565 ","  337,376 "
18507,"  2,650 ","  157,667 "
18508,"  5,338 ","  162,567 "
18509,"  5,816 ","  255,411 "
18510,"  4,764 ","  173,254 "
18512,"  6,546 ","  270,074 "
18517,"  2,658 ","  95,938 "
18518,"  4,256 ","  183,051 "
18519,"  2,784 ","  101,018 "
18603,"  9,237 ","  359,874 "
18610,"  2,180 ","  103,511 "
18612,"  7,354 ","  465,726 "
18614,"  1,246 ","  59,406 "
18615,  983 ,"  44,623 "
18616,  354 ,"  16,469 "
18617,  855 ,"  25,637 "
18618,"  1,905 ","  109,304 "
18621,"  2,431 ","  105,091 "
18623,"  1,268 ","  52,647 "
18624,  344 ,"  27,056 "
18625,  285 ,"  14,023 "
18629,  891 ,"  39,633 "
18630,"  1,637 ","  74,055 "
18631,  608 ,"  25,745 "
18634,"  6,738 ","  244,105 "
18635,"  1,926 ","  81,939 "
18636,  645 ,"  30,435 "
18640,"  8,585 ","  357,000 "
18641,"  3,539 ","  139,176 "
18642,"  2,212 ","  92,690 "
18643,"  6,488 ","  287,797 "
18644,"  3,993 ","  193,129 "
18651,"  4,395 ","  146,005 "
18655,"  2,912 ","  123,627 "
18656,"  1,034 ","  47,499 "
18657,"  5,747 ","  288,874 "
18660,"  1,875 ","  81,244 "
18661,"  2,779 ","  114,596 "
18701,  676 ,"  18,825 "
18702,"  18,255 ","  691,477 "
18703,  320 ,"  12,778 "
18704,"  16,215 ","  709,206 "
18705,"  7,738 ","  295,966 "
18706,"  8,074 ","  303,848 "
18707,"  7,744 ","  502,417 "
18708,"  4,580 ","  345,430 "
18709,"  1,513 ","  48,641 "
18801,"  4,013 ","  201,601 "
18810,"  2,750 ","  124,053 "
18812,  785 ,"  50,752 "
18818,  624 ,"  32,270 "
18821,  570 ,"  20,129 "
18822,"  1,735 ","  74,662 "
18824,  669 ,"  25,336 "
18826,  821 ,"  41,822 "
18829,  370 ,"  18,729 "
18830,  357 ,"  17,412 "
18831,  588 ,"  26,738 "
18832,  817 ,"  29,815 "
18833,  928 ,"  41,586 "
18834,"  1,666 ","  76,701 "
18837,"  1,374 ","  57,872 "
18840,"  5,014 ","  234,310 "
18844,  842 ,"  37,898 "
18846,  355 ,"  21,699 "
18847,"  2,523 ","  109,799 "
18848,"  4,344 ","  194,524 "
18850,"  1,167 ","  50,774 "
18851,  341 ,"  15,070 "
18853,"  2,031 ","  107,341 "
18854,  766 ,"  30,796 "
18901,"  14,752 ","  1,302,870 "
18902,"  8,597 ","  1,052,318 "
18912,  428 ,"  37,877 "
18913,  253 ,"  42,658 "
18914,"  9,700 ","  776,013 "
18915,  707 ,"  42,163 "
18917,"  1,099 ","  56,288 "
18920,  363 ,"  46,634 "
18923,  517 ,"  46,850 "
18925,"  2,459 ","  283,280 "
18929,"  4,299 ","  405,888 "
18930,"  1,256 ","  88,831 "
18931,  261 ,"  22,816 "
18932,  283 ,"  18,007 "
18938,"  6,979 ","  1,272,812 "
18940,"  15,252 ","  2,045,119 "
18942,"  1,511 ","  104,207 "
18944,"  11,424 ","  750,438 "
18947,"  2,805 ","  241,646 "
18949,  273 ,"  11,952 "
18950,  293 ,"  22,524 "
18951,"  16,815 ","  979,126 "
18954,"  5,130 ","  493,059 "
18955,  781 ,"  38,078 "
18960,"  6,502 ","  372,953 "
18962,  336 ,"  18,473 "
18963,  355 ,"  51,992 "
18964,"  7,110 ","  411,628 "
18966,"  20,813 ","  1,554,863 "
18969,"  7,638 ","  475,899 "
18970,  446 ,"  22,089 "
18972,"  1,564 ","  94,880 "
18974,"  21,781 ","  1,321,375 "
18976,"  10,006 ","  715,604 "
18977,"  2,218 ","  350,284 "
18980,  283 ,"  20,588 "
19001,"  8,682 ","  512,146 "
19002,"  16,343 ","  1,965,140 "
19003,"  6,659 ","  560,915 "
19004,"  5,248 ","  730,433 "
19006,"  11,106 ","  1,221,279 "
19007,"  11,019 ","  423,840 "
19008,"  10,496 ","  750,080 "
19009,  553 ,"  72,708 "
19010,"  9,446 ","  2,177,097 "
19012,"  3,343 ","  216,073 "
19013,"  13,251 ","  360,029 "
19014,"  10,761 ","  634,775 "
19015,"  8,222 ","  365,156 "
19017,  270 ,"  20,637 "
19018,"  12,271 ","  551,232 "
19020,"  27,969 ","  1,445,317 "
19021,"  5,186 ","  223,426 "
19022,"  1,648 ","  57,044 "
19023,"  9,687 ","  303,777 "
19025,"  2,939 ","  334,763 "
19026,"  16,023 ","  931,744 "
19027,"  9,797 ","  734,476 "
19029,"  2,191 ","  93,036 "
19030,"  6,447 ","  324,380 "
19031,"  2,294 ","  220,325 "
19032,"  3,300 ","  124,989 "
19033,"  4,118 ","  207,563 "
19034,"  3,411 ","  525,104 "
19035,"  2,151 ","  859,525 "
19036,"  6,756 ","  293,087 "
19038,"  15,676 ","  1,224,086 "
19040,"  11,119 ","  616,710 "
19041,"  2,998 ","  847,548 "
19043,"  1,428 ","  67,489 "
19044,"  8,459 ","  497,405 "
19046,"  10,327 ","  1,248,117 "
19047,"  17,888 ","  1,269,018 "
19050,"  14,211 ","  626,153 "
19053,"  14,193 ","  836,136 "
19054,"  8,784 ","  418,555 "
19055,"  6,888 ","  307,859 "
19056,"  8,096 ","  413,997 "
19057,"  8,783 ","  388,321 "
19061,"  14,929 ","  970,709 "
19063,"  18,744 ","  1,708,232 "
19064,"  12,589 ","  872,273 "
19066,"  2,715 ","  569,880 "
19067,"  26,704 ","  2,419,682 "
19070,"  3,752 ","  197,732 "
19072,"  5,124 ","  780,810 "
19073,"  9,662 ","  1,402,852 "
19074,"  3,082 ","  145,004 "
19075,"  3,700 ","  257,930 "
19076,"  3,288 ","  148,968 "
19078,"  5,980 ","  314,884 "
19079,"  4,444 ","  151,458 "
19081,"  4,675 ","  415,794 "
19082,"  18,353 ","  601,226 "
19083,"  18,404 ","  1,270,801 "
19085,"  2,888 ","  1,216,984 "
19086,"  5,895 ","  603,389 "
19087,"  15,778 ","  2,589,682 "
19090,"  10,082 ","  516,096 "
19094,"  2,271 ","  98,943 "
19095,"  3,120 ","  251,375 "
19096,"  7,178 ","  1,118,932 "
19101,"  1,239 ","  72,347 "
19102,"  2,634 ","  331,966 "
19103,"  12,478 ","  1,566,275 "
19104,"  13,589 ","  393,086 "
19105,  423 ,"  14,093 "
19106,"  5,917 ","  853,043 "
19107,"  5,724 ","  356,443 "
19111,"  28,067 ","  1,122,396 "
19114,"  15,450 ","  716,595 "
19115,"  15,881 ","  779,910 "
19116,"  14,939 ","  684,486 "
19118,"  4,790 ","  623,608 "
19119,"  12,983 ","  798,625 "
19120,"  27,934 ","  791,246 "
19121,"  11,261 ","  254,072 "
19122,"  6,297 ","  163,017 "
19123,"  5,544 ","  274,362 "
19124,"  25,800 ","  704,795 "
19125,"  9,517 ","  333,971 "
19126,"  7,189 ","  256,107 "
19127,"  2,718 ","  131,090 "
19128,"  17,993 ","  974,150 "
19129,"  4,840 ","  278,364 "
19130,"  12,068 ","  829,704 "
19131,"  17,723 ","  599,041 "
19132,"  13,991 ","  326,415 "
19133,"  8,877 ","  172,398 "
19134,"  21,101 ","  540,306 "
19135,"  13,861 ","  470,445 "
19136,"  15,471 ","  620,191 "
19137,"  3,819 ","  149,781 "
19138,"  14,419 ","  443,434 "
19139,"  16,173 ","  411,254 "
19140,"  19,940 ","  449,771 "
19141,"  12,839 ","  377,421 "
19142,"  11,988 ","  302,658 "
19143,"  27,319 ","  794,923 "
19144,"  17,527 ","  570,632 "
19145,"  20,041 ","  743,752 "
19146,"  15,684 ","  761,027 "
19147,"  17,313 ","  1,052,600 "
19148,"  21,289 ","  753,650 "
19149,"  22,993 ","  783,821 "
19150,"  12,085 ","  470,465 "
19151,"  13,787 ","  504,990 "
19152,"  14,986 ","  616,688 "
19153,"  5,491 ","  215,508 "
19154,"  16,507 ","  794,158 "
19301,"  3,709 ","  438,843 "
19310,"  1,361 ","  69,577 "
19311,"  4,175 ","  319,907 "
19312,"  5,904 ","  1,013,109 "
19317,"  5,180 ","  764,536 "
19320,"  23,309 ","  1,396,571 "
19330,"  2,584 ","  169,733 "
19333,"  3,754 ","  688,513 "
19335,"  23,151 ","  1,843,413 "
19341,"  8,813 ","  743,948 "
19342,"  8,429 ","  817,966 "
19343,"  3,797 ","  394,889 "
19344,"  5,555 ","  283,366 "
19348,"  10,644 ","  1,006,784 "
19350,"  5,207 ","  578,345 "
19352,"  3,597 ","  307,018 "
19355,"  12,233 ","  1,720,508 "
19362,"  2,610 ","  136,518 "
19363,"  7,276 ","  415,246 "
19365,"  3,429 ","  170,469 "
19369,  274 ,"  10,278 "
19372,"  1,270 ","  73,964 "
19373,"  1,286 ","  141,970 "
19374,  739 ,"  26,093 "
19375,  595 ,"  81,797 "
19380,"  25,096 ","  2,291,144 "
19382,"  24,193 ","  2,320,220 "
19390,"  6,440 ","  436,430 "
19401,"  17,975 ","  707,033 "
19403,"  22,522 ","  1,572,592 "
19404,  258 ,"  9,213 "
19405,"  2,652 ","  111,000 "
19406,"  12,272 ","  860,458 "
19421,  273 ,"  37,991 "
19422,"  9,971 ","  1,244,704 "
19425,"  6,138 ","  879,780 "
19426,"  16,430 ","  1,504,072 "
19428,"  9,888 ","  693,420 "
19435,  321 ,"  15,927 "
19436,  426 ,"  53,994 "
19437,  727 ,"  214,611 "
19438,"  11,239 ","  864,129 "
19440,"  9,350 ","  537,977 "
19442,  585 ,"  50,650 "
19444,"  5,511 ","  646,648 "
19446,"  27,768 ","  1,978,842 "
19453,  773 ,"  36,429 "
19454,"  13,815 ","  1,079,358 "
19456,  426 ,"  25,396 "
19460,"  19,090 ","  1,576,708 "
19462,"  7,860 ","  697,782 "
19464,"  22,972 ","  1,111,057 "
19465,"  8,261 ","  572,520 "
19468,"  12,835 ","  841,847 "
19473,"  6,696 ","  512,296 "
19474,  710 ,"  49,649 "
19475,"  5,109 ","  333,254 "
19481,  334 ,"  41,218 "
19490,  394 ,"  52,203 "
19492,  301 ,"  15,614 "
19501,  608 ,"  26,977 "
19503,  669 ,"  32,815 "
19504,"  2,471 ","  142,586 "
19505,"  1,746 ","  90,294 "
19506,"  3,584 ","  188,432 "
19507,"  1,605 ","  74,584 "
19508,"  7,797 ","  418,212 "
19510,"  3,560 ","  199,257 "
19512,"  8,759 ","  447,125 "
19518,"  6,950 ","  460,602 "
19520,"  2,899 ","  205,991 "
19522,"  7,385 ","  422,494 "
19525,"  6,276 ","  424,219 "
19526,"  5,784 ","  249,380 "
19529,"  1,537 ","  92,069 "
19530,"  5,401 ","  277,539 "
19533,"  3,228 ","  180,285 "
19534,"  1,065 ","  51,417 "
19536,  270 ,"  10,041 "
19539,"  2,353 ","  125,571 "
19540,"  6,109 ","  382,491 "
19541,"  2,168 ","  124,295 "
19543,"  2,650 ","  168,736 "
19545,  305 ,"  11,401 "
19547,"  2,353 ","  148,571 "
19550,  250 ,"  8,711 "
19551,"  2,571 ","  145,219 "
19554,  310 ,"  14,240 "
19555,"  1,911 ","  86,296 "
19559,  253 ,"  9,075 "
19560,"  4,196 ","  177,820 "
19562,"  1,274 ","  56,294 "
19565,"  4,368 ","  232,938 "
19567,"  2,654 ","  115,748 "
19601,"  13,371 ","  345,853 "
19602,"  7,065 ","  155,855 "
19603,  465 ,"  14,487 "
19604,"  11,068 ","  297,593 "
19605,"  10,344 ","  476,712 "
19606,"  17,255 ","  909,924 "
19607,"  11,636 ","  643,950 "
19608,"  11,383 ","  772,422 "
19609,"  5,365 ","  252,682 "
19610,"  8,199 ","  720,835 "
19611,"  4,615 ","  160,135 "
19612,  554 ,"  16,401 "
